eca_type,source,event,actions,condition_count,source_file,target_context,owner_role,owner_status
service,createInventoryTransfer,commit,completeInventoryTransfer;balanceInventoryItems,1,applications/product/servicedef/secas.xml,product-catalog,catalog-product-team,provisional-repository-inferred
service,updateInventoryTransfer,invoke,cancelInventoryTransfer,1,applications/product/servicedef/secas.xml,product-catalog,catalog-product-team,provisional-repository-inferred
service,updateInventoryTransfer,commit,completeInventoryTransfer;balanceInventoryItems,1,applications/product/servicedef/secas.xml,product-catalog,catalog-product-team,provisional-repository-inferred
service,createPhysicalInventoryAndVariance,commit,balanceInventoryItems,0,applications/product/servicedef/secas.xml,product-catalog,catalog-product-team,provisional-repository-inferred
service,balanceInventoryItems,commit,updateProductIfAvailableFromShipment,0,applications/product/servicedef/secas.xml,product-catalog,catalog-product-team,provisional-repository-inferred
service,createProductPrice,commit,saveProductPriceChange,0,applications/product/servicedef/secas.xml,product-catalog,catalog-product-team,provisional-repository-inferred
service,updateProductPrice,commit,saveProductPriceChange,1,applications/product/servicedef/secas.xml,product-catalog,catalog-product-team,provisional-repository-inferred
service,deleteProductPrice,commit,saveProductPriceChange,0,applications/product/servicedef/secas.xml,product-catalog,catalog-product-team,provisional-repository-inferred
service,addPartyToCategory,invoke,ensureNaPartyRole,1,applications/product/servicedef/secas.xml,product-catalog,catalog-product-team,provisional-repository-inferred
service,addPartyToFacility,invoke,ensureNaPartyRole,1,applications/product/servicedef/secas.xml,product-catalog,catalog-product-team,provisional-repository-inferred
service,addPartyToFacility,invoke,ensurePartyRole,1,applications/product/servicedef/secas.xml,product-catalog,catalog-product-team,provisional-repository-inferred
service,addPartyToFacilityGroup,invoke,ensureNaPartyRole,1,applications/product/servicedef/secas.xml,product-catalog,catalog-product-team,provisional-repository-inferred
service,addPartyToFacilityGroup,invoke,ensurePartyRole,1,applications/product/servicedef/secas.xml,product-catalog,catalog-product-team,provisional-repository-inferred
service,addProdCatalogToParty,invoke,ensureNaPartyRole,1,applications/product/servicedef/secas.xml,product-catalog,catalog-product-team,provisional-repository-inferred
service,createProductContent,in-validate,createContent,1,applications/product/servicedef/secas.xml,product-catalog,catalog-product-team,provisional-repository-inferred
service,createPicklistFromOrders,in-validate,convertPickOrderIdListToHeaders,2,applications/product/servicedef/secas.xml,product-catalog,catalog-product-team,provisional-repository-inferred
service,receiveInventoryProduct,commit,updateIssuanceShipmentAndPoOnReceiveInventory,2,applications/product/servicedef/secas.xml,product-catalog,catalog-product-team,provisional-repository-inferred
service,receiveInventoryProduct,commit,updateProductAverageCostOnReceiveInventory,1,applications/product/servicedef/secas.xml,product-catalog,catalog-product-team,provisional-repository-inferred
service,deletePartyRole,commit,removeImageContentApproval,1,applications/product/servicedef/secas.xml,product-catalog,catalog-product-team,provisional-repository-inferred
service,updateProductStoreGroup,commit,checkProductStoreGroupRollup,1,applications/product/servicedef/secas.xml,product-catalog,catalog-product-team,provisional-repository-inferred
service,createProductStoreGroupRollup,commit,checkProductStoreGroupRollup,0,applications/product/servicedef/secas.xml,product-catalog,catalog-product-team,provisional-repository-inferred
service,updateShipment,commit,checkCancelItemIssuanceAndOrderShipmentFromShipment,3,applications/product/servicedef/secas_shipment.xml,product-catalog,catalog-product-team,provisional-repository-inferred
service,updateShipment,commit,createInvoicesFromShipment,3,applications/product/servicedef/secas_shipment.xml,product-catalog,catalog-product-team,provisional-repository-inferred
service,updateShipment,commit,createInvoicesFromShipment;setInvoicesToReadyFromShipment,3,applications/product/servicedef/secas_shipment.xml,product-catalog,catalog-product-team,provisional-repository-inferred
service,updateShipment,commit,sendShipmentCompleteNotification,3,applications/product/servicedef/secas_shipment.xml,product-catalog,catalog-product-team,provisional-repository-inferred
service,updateShipment,commit,balanceItemIssuancesForShipment;createInvoicesFromShipment,3,applications/product/servicedef/secas_shipment.xml,product-catalog,catalog-product-team,provisional-repository-inferred
service,updateShipment,commit,createInvoicesFromShipment,3,applications/product/servicedef/secas_shipment.xml,product-catalog,catalog-product-team,provisional-repository-inferred
service,updateShipment,commit,createSalesInvoicesFromDropShipment,3,applications/product/servicedef/secas_shipment.xml,product-catalog,catalog-product-team,provisional-repository-inferred
service,updateShipment,commit,createInvoicesFromReturnShipment,3,applications/product/servicedef/secas_shipment.xml,product-catalog,catalog-product-team,provisional-repository-inferred
service,updateShipment,commit,createInvoicesFromReturnShipment,3,applications/product/servicedef/secas_shipment.xml,product-catalog,catalog-product-team,provisional-repository-inferred
service,createShipment,commit,sendShipmentScheduledNotification,1,applications/product/servicedef/secas_shipment.xml,product-catalog,catalog-product-team,provisional-repository-inferred
service,updateShipment,commit,sendShipmentScheduledNotification,2,applications/product/servicedef/secas_shipment.xml,product-catalog,catalog-product-team,provisional-repository-inferred
service,createShipment,commit,setShipmentSettingsFromFacilities,1,applications/product/servicedef/secas_shipment.xml,product-catalog,catalog-product-team,provisional-repository-inferred
service,createShipment,commit,setShipmentSettingsFromFacilities,1,applications/product/servicedef/secas_shipment.xml,product-catalog,catalog-product-team,provisional-repository-inferred
service,updateShipment,commit,setShipmentSettingsFromFacilities,2,applications/product/servicedef/secas_shipment.xml,product-catalog,catalog-product-team,provisional-repository-inferred
service,updateShipment,commit,setShipmentSettingsFromFacilities,2,applications/product/servicedef/secas_shipment.xml,product-catalog,catalog-product-team,provisional-repository-inferred
service,createShipment,commit,setShipmentSettingsFromPrimaryOrder,1,applications/product/servicedef/secas_shipment.xml,product-catalog,catalog-product-team,provisional-repository-inferred
service,updateShipment,commit,setShipmentSettingsFromPrimaryOrder,2,applications/product/servicedef/secas_shipment.xml,product-catalog,catalog-product-team,provisional-repository-inferred
service,createShipment,commit,checkAndCreateWorkEffort,1,applications/product/servicedef/secas_shipment.xml,product-catalog,catalog-product-team,provisional-repository-inferred
service,createShipment,commit,checkAndCreateWorkEffort,1,applications/product/servicedef/secas_shipment.xml,product-catalog,catalog-product-team,provisional-repository-inferred
service,createShipment,commit,createShipmentStatus,1,applications/product/servicedef/secas_shipment.xml,product-catalog,catalog-product-team,provisional-repository-inferred
service,createShipmentReceipt,commit,checkDecomposeInventoryItem;updateReturnStatusFromReceipt,1,applications/product/servicedef/secas_shipment.xml,product-catalog,catalog-product-team,provisional-repository-inferred
service,createShipmentReceipt,commit,updateOrderStatusFromReceipt,1,applications/product/servicedef/secas_shipment.xml,product-catalog,catalog-product-team,provisional-repository-inferred
service,createShipmentReceipt,commit,checkDecomposeInventoryItem,1,applications/product/servicedef/secas_shipment.xml,product-catalog,catalog-product-team,provisional-repository-inferred
service,createShipmentReceipt,commit,updatePurchaseShipmentFromReceipt,1,applications/product/servicedef/secas_shipment.xml,product-catalog,catalog-product-team,provisional-repository-inferred
service,createShipmentRouteSegment,commit,ensureRouteSegPackage,0,applications/product/servicedef/secas_shipment.xml,product-catalog,catalog-product-team,provisional-repository-inferred
service,updateShipmentRouteSegment,commit,ensureRouteSegPackage,0,applications/product/servicedef/secas_shipment.xml,product-catalog,catalog-product-team,provisional-repository-inferred
service,createShipmentPackageContent,in-validate,createShipmentPackage,1,applications/product/servicedef/secas_shipment.xml,product-catalog,catalog-product-team,provisional-repository-inferred
service,updatePicklist,commit,createPicklistStatus,0,applications/product/servicedef/secas_shipment.xml,product-catalog,catalog-product-team,provisional-repository-inferred
service,updatePicklistItem,commit,checkPicklistBinItemStatuses,1,applications/product/servicedef/secas_shipment.xml,product-catalog,catalog-product-team,provisional-repository-inferred
service,packBulkItems,commit,setNextPackageSeq,1,applications/product/servicedef/secas_shipment.xml,product-catalog,catalog-product-team,provisional-repository-inferred
entity,WorkEffort,return,indexWorkEffortKeywords,0,applications/workeffort/entitydef/eecas.xml,work-management,work-product-team,provisional-repository-inferred
entity,WorkEffortAttribute,return,indexWorkEffortKeywords,0,applications/workeffort/entitydef/eecas.xml,work-management,work-product-team,provisional-repository-inferred
entity,WorkEffortContent,return,indexWorkEffortKeywords,0,applications/workeffort/entitydef/eecas.xml,work-management,work-product-team,provisional-repository-inferred
entity,WorkEffortNote,return,indexWorkEffortKeywords,0,applications/workeffort/entitydef/eecas.xml,work-management,work-product-team,provisional-repository-inferred
service,createWorkEffort,commit,quickAssignPartyToWorkEffort,1,applications/workeffort/servicedef/secas.xml,work-management,work-product-team,provisional-repository-inferred
service,createWorkEffort,commit,makeCommunicationEventWorkEffort,2,applications/workeffort/servicedef/secas.xml,work-management,work-product-team,provisional-repository-inferred
service,createWorkEffort,commit,assocAcceptedCustRequestToWorkEffort,1,applications/workeffort/servicedef/secas.xml,work-management,work-product-team,provisional-repository-inferred
service,createWorkEffort,commit,createWorkRequirementFulfillment,1,applications/workeffort/servicedef/secas.xml,work-management,work-product-team,provisional-repository-inferred
service,updateWorkEffort,commit,makeCommunicationEventWorkEffort,1,applications/workeffort/servicedef/secas.xml,work-management,work-product-team,provisional-repository-inferred
service,createCommunicationEventWorkEff,invoke,createCommunicationEvent,1,applications/workeffort/servicedef/secas.xml,work-management,work-product-team,provisional-repository-inferred
service,createWorkEffortRequest,invoke,createCustRequest,1,applications/workeffort/servicedef/secas.xml,work-management,work-product-team,provisional-repository-inferred
service,createWorkEffortRequestItem,invoke,createCustRequestItem,1,applications/workeffort/servicedef/secas.xml,work-management,work-product-team,provisional-repository-inferred
service,createWorkEffortQuote,invoke,createQuote,1,applications/workeffort/servicedef/secas.xml,work-management,work-product-team,provisional-repository-inferred
service,createWorkRequirementFulfillment,invoke,createRequirement,1,applications/workeffort/servicedef/secas.xml,work-management,work-product-team,provisional-repository-inferred
service,createShoppingListWorkEffort,invoke,createShoppingList,1,applications/workeffort/servicedef/secas.xml,work-management,work-product-team,provisional-repository-inferred
service,createOrderHeaderWorkEffort,invoke,createOrderHeader,1,applications/workeffort/servicedef/secas.xml,work-management,work-product-team,provisional-repository-inferred
service,createTimeEntry,invoke,checkTimesheetStatus,0,applications/workeffort/servicedef/secas.xml,work-management,work-product-team,provisional-repository-inferred
service,updateTimesheet,invoke,checkTimesheetStatus,0,applications/workeffort/servicedef/secas.xml,work-management,work-product-team,provisional-repository-inferred
service,deleteTimesheet,invoke,checkTimesheetStatus,0,applications/workeffort/servicedef/secas.xml,work-management,work-product-team,provisional-repository-inferred
service,createTimesheetRole,invoke,ensurePartyRole,0,applications/workeffort/servicedef/secas.xml,work-management,work-product-team,provisional-repository-inferred
service,testScv,invoke,,1,framework/common/servicedef/secas_test.xml,legacy-platform,legacy-platform-team,provisional-repository-inferred
service,ping,invoke,,1,framework/common/servicedef/secas_test.xml,legacy-platform,legacy-platform-team,provisional-repository-inferred
service,testCommit,global-commit,testScv,0,framework/common/servicedef/secas_test.xml,legacy-platform,legacy-platform-team,provisional-repository-inferred
service,testRollback,global-rollback,testScv,0,framework/common/servicedef/secas_test.xml,legacy-platform,legacy-platform-team,provisional-repository-inferred
service,runEntitySync,return,cleanSyncRemoveInfo,0,framework/entityext/servicedef/secas.xml,legacy-platform,legacy-platform-team,provisional-repository-inferred
service,testServiceEcaGlobalEventExec,global-commit,testServiceEcaGlobalEventExecOnCommit,0,framework/service/servicedef/secas_test_se.xml,legacy-platform,legacy-platform-team,provisional-repository-inferred
service,testServiceEcaGlobalEventExecToRollback,global-rollback,testServiceEcaGlobalEventExecOnRollback,0,framework/service/servicedef/secas_test_se.xml,legacy-platform,legacy-platform-team,provisional-repository-inferred
service,testServiceEcaGlobalEventExec,return,blockingTestScv,0,framework/service/servicedef/secas_test_se.xml,legacy-platform,legacy-platform-team,provisional-repository-inferred
